reviewer_ID,product_ID,rating
A2UESEUCI73CBO,0078800242,5
A3BBNK2R5TUYGV,0113000316,5
A5J78T14FJ5DU,0113000316,3
A2P462UH5L6T57,043928631X,5
A2E0X1MWNRTQF4,0439340039,1
AAYGDWCI3LDQP,0439394058,5
AI7SARYVM8FGA,0439394058,4
A1BUVOGGFTGMBN,0439394058,2
A35UM9B38X7AYS,0439394058,5
AM2U8KJROWYKR,0439394058,4
A1V1VJ3W1SYJU0,0439394058,5
A2GLL6RNXXGBCM,0439394058,5
A1I4RQ7F65L5VZ,0439394058,4
A39L54MWP4C86L,0439394058,5
AYVV0R6U3HRIR,0439394058,2
A2VBRY9MELAPYT,0439394058,5
A3340VCHPJTEC8,0439394058,5
A1U3WTFJZO6CJL,0439394058,5
A1LSX9PO1Q2XF1,0439394058,5
A33X18AKYV9GBB,0439394058,5
A3P87YRDFG8ELM,0439394058,5
A1QISIRLE3Y36E,0439394058,5
A1KKPJG16SAY7P,0439394058,5
A13ROW5EFQWYBU,0439394058,5
A2J2JNUHJSJXEQ,0439394058,4
AO2PNHQYG2WZ3,0439394058,3
A2HLCD7CFFSGC9,0439394058,5
A350B80NE4BCFJ,0439394058,4
A2K8AP8PANEWEY,0439394058,5
AQ18S751UU7FV,0439394058,5
A371O5LP473MQY,0439394058,5
A26KIWWTFYTQFX,0439394058,5
A381GBV7P8SV8L,0439394058,1
A1WFFITOYL1GC2,0439394058,4
A15WIV8DXXKNB0,0439492092,4
A2X1UTH0YUFP63,0439492335,5
AQCNMXQAMNTT3,0439492602,5
A2D88D4I3F1DGT,0439492831,5
A2KVCCCR0CEBXH,0439492831,5
A2MF5XKK0SS5Y7,043949284X,5
A2NNUAO0EP2S4G,043949284X,4
A8BUMZSEK97TR,043949284X,3
A3BJXIKQDM377W,043949284X,5
A9JRK9WB8FJ6H,0439492874,4
A3FQXWP3D1VC4U,0439492882,5
A2BSUKI379HFI0,0439492882,5
A1IIODNNXBDB8V,0439492882,5
A3DZCINWMIQUHI,0439492882,5
